,Unnamed: 0,vacancy.id,vacancy.source,vacancy.region.region_code,vacancy.region.name,vacancy.company.ogrn,vacancy.company.site,vacancy.company.companycode,vacancy.company.hr-agency,vacancy.company.inn,vacancy.company.name,vacancy.company.kpp,vacancy.company.url,vacancy.creation-date,vacancy.salary,vacancy.salary_min,vacancy.job-name,vacancy.vac_url,vacancy.employment,vacancy.schedule,vacancy.duty,vacancy.category.specialisation,vacancy.requirement.education,vacancy.requirement.qualification,vacancy.requirement.experience,vacancy.addresses.address,vacancy.term.text,vacancy.currency,vacancy.salary_max,vacancy.company.phone,vacancy.company.email,vacancy.company.logo,vacancy.social_protected,vacancy.company.fax,vacancy.company.code_industry_branch,vacancy.category.industry
22587,22587,617379d8-b641-11ec-ac55-57fc951f3846,Работодатель,3600000000000,Воронежская область,1113668002337.0,,1113668002337,False,3664108889.0,"ООО ""РУКСофт""",366401001,https://trudvsem.ru/company/1113668002337,2022-04-07,от 20000,20000,Бизнес-аналитик,https://trudvsem.ru/vacancy/card/1113668002337/617379d8-b641-11ec-ac55-57fc951f3846,Полная занятость,Полный рабочий день,"<ul>
<li>участие в проектах комплексной автоматизации предприятий;</li>
<li>обследование и анализ бизнес-процессов заказчиков;</li>
<li>написание технических заданий;</li>
<li>постановка задач разработчикам;</li>
<li>разработка эскизов пользовательских интерфейсов на уровне, достаточном для коммуникаций с разработчиками и заказчиками;</li>
<li>участие во внедрении системы у заказчиков, консультирование, обучение пользователей.</li>
</ul>","Информационные технологии, телекоммуникации, связь",Высшее,,2,"[{'location': 'Воронежская область, г. Воронеж, Бахметьева улица, 2Б', 'lng': '39.177317', 'lat': '51.656948'}]",,«руб.»,0,271-17-11,ruksoft@yandex.ru,,,,,
22756,22756,19a2b5c5-b0ac-11ec-a483-4febb26dc4ec,Работодатель,5900000000000,Пермский край,1065902028620.0,,52898dc0-6363-11ea-b428-037acc02728d,False,5902202276.0,"АО ""ЭР-Телеком Холдинг""",590501002,https://trudvsem.ru/company/52898dc0-6363-11ea-b428-037acc02728d,2022-03-31,от 60000 до 80000,60000,Старший аналитик,https://trudvsem.ru/vacancy/card/52898dc0-6363-11ea-b428-037acc02728d/19a2b5c5-b0ac-11ec-a483-4febb26dc4ec,Полная занятость,Полный рабочий день,"<p>Выявление потребностей заказчиков и систематизация бизнес-требований;</p>
<p>Разработка технических заданий и интеграционных спецификаций для программистов;</p>
<p>Осуществление контроля разработки, проведение системного и интеграционного тестирования;</p>
<p>Подготовка тестовых сценариев и проведение приемосдаточных испытаний;</p>
<p>Создание и поддержание в актуальном состоянии базы знаний;</p>
<p>Разработка обучающих материалов, пользовательских инструкций</p>
<p>Эффективная коммуникация с заказчиками и командой.</p>","Информационные технологии, телекоммуникации, связь",Высшее,,3,"[{'location': 'Пермский край, г. Пермь, Космонавтов шоссе, 111 к 43', 'lng': '56.203823', 'lat': '57.991035'}]",,«руб.»,80000,,,,"Инвалиды,Многодетные семьи,Матери и отцы, воспитывающие без супруга (супруги) детей в возрасте до пяти лет",,,
22790,22790,60cab835-c60f-11ec-9427-550ed7335bbe,Работодатель,7800000000000,г. Санкт-Петербург,1027802512451.0,,1027802512451,False,7804069580.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОРИМИ ТРЭЙД""",470301001,https://trudvsem.ru/company/1027802512451,2022-04-27,,0,Старший аналитик,https://trudvsem.ru/vacancy/card/1027802512451/60cab835-c60f-11ec-9427-550ed7335bbe,Полная занятость,Полный рабочий день,"<ul>
<li>Разработка и формирование аналитической отчетности для подразделений Компании и руководства:
<ul>
<li>работа с большими массивами данных BigData;</li>
<li>выгрузка информации из OLAP кубов, БД MS SQL (построение простых SQL запросов или средствами Power Query, Power BI);</li>
<li>формирование выборок по заданным критериям, ABC, XYZ, факторный анализ, поиск зависимостей, проверка гипотез, создание моделей данных, подбор метрик для оценки, построение сводных таблиц, написание формул, визуализация данных, формирование дашбордов;</li>
<li>интерпретация полученных данных, составление аналитических записок, прогнозов, выводов, рекомендаций и презентаций;</li>
</ul>
</li>
<li>Прогнозирование спроса с использованием моделей временных рядов, оценка эластичности спроса, оцифровка точек роста, поиск закономерностей, построение сценариев &laquo;what if&raquo;, подготовка предложений по плану продаж, оценка точности прогнозов.</li>
<li>Подготовка отчетов, план-факт анализ KPI, анализ YTD, MAT.</li>
<li>Анализ рынка и категорий.</li>
<li>Разработка требований по автоматизации и оптимизации процессов формирования аналитической отчетности:
<ul>
<li>анализ бизнес-задачи, сбор и формализация требований заказчика и бизнес-пользователей;</li>
<li>выбор инструментария;</li>
<li>постановка задач разработчикам.</li>
</ul>
</li>
</ul>","Информационные технологии, телекоммуникации, связь",Высшее,,3,"[{'location': 'г. Санкт-Петербург, Тобольская улица, 3', 'lng': '30.342476', 'lat': '59.972379'}]",Ежеквартальная премия 60000,«руб.»,0,+7(812)3468043,ok@orimitrade.ru,,,,,
22952,22952,885bd3c5-a9ef-11ec-b0c5-57fc951f3846,Работодатель,1600000000000,Республика Татарстан,1171690097523.0,,1171690097523,False,1615013800.0,"ООО ""Инногеотех""",161501001,https://trudvsem.ru/company/1171690097523,2022-03-22,от 60000 до 80000,60000,Бизнес-аналитик,https://trudvsem.ru/vacancy/card/1171690097523/885bd3c5-a9ef-11ec-b0c5-57fc951f3846,Полная занятость,Полный рабочий день,"<ul>
<li>участие в выявлении требований, описании процессов и постановок задач;</li>
<li>формирование требований, постановка задач разработчикам;</li>
<li>разработка технической документации по ГОСТ.</li>
<li>взаимодействие с командой разработчиков.</li>
</ul>","Информационные технологии, телекоммуникации, связь",,,1,"[{'location': 'Республика Татарстан', 'lng': '50.911013', 'lat': '55.350341'}]",,«руб.»,80000,+7(843)2456217,n.rumianova@innopolis.ru,,,,,
23206,23206,2bb40ee5-b41b-11ec-a483-4febb26dc4ec,Работодатель,7700000000000,г. Москва,1037739538220.0,https://siam-consult.ru,1037739538220,False,7706197320.0,"ООО ""СИАМ консалтинг""",770101001,https://trudvsem.ru/company/1037739538220,2022-04-04,от 90000,90000,Системный аналитик / Ведущий аналитик,https://trudvsem.ru/vacancy/card/1037739538220/2bb40ee5-b41b-11ec-a483-4febb26dc4ec,Полная занятость,Полный рабочий день,,"Информационные технологии, телекоммуникации, связь",Высшее,,5,"[{'location': 'г. Москва, Красносельская Нижн. улица, 40/12', 'lng': '37.668857', 'lat': '55.77475'}]","Ежемесячная премия 10, 
Заработная плата полностью официальная (уровень заработной платы обсуждается индивидуально с успешным кандидатом);
Оформление в соответствии с ТК РФ (оплачиваемый отпуск, больничный);
График работы: частично удаленный или в офисе;
Удобный график: 5 / 2 пн.-пт. с 08.00 до 17.00/ с 09.00 до 18.00/с 10.00 до 19.00 (обсуждается индивидуально), также обсуждается удалённый формат работы на время пандемии;
Программа ДМС включает стоматологию (оформляется после прохождения испытательного срока);
Внешнее корпоративное обучение;
Day off;
Доплата по больничному листу;
Дружный коллектив, отзывчивые коллеги, профессионалы в различных областях IT;
Ароматный свежемолотый кофе и чай;
Комфортный офис в центре Москвы (м. Бауманская/Красносельская/Комсомольская, 10-15 мин. пешком, БЦ &laquo;НОВЬ&raquo;).
",«руб.»,0,,,,,,,
23211,23211,9b4e8306-9c85-11ec-8d7d-57fc951f3846,Работодатель,7700000000000,г. Москва,1037739538220.0,https://siam-consult.ru,1037739538220,False,7706197320.0,"ООО ""СИАМ консалтинг""",770101001,https://trudvsem.ru/company/1037739538220,2022-03-05,от 100000,100000,Разработчик-аналитик DWH,https://trudvsem.ru/vacancy/card/1037739538220/9b4e8306-9c85-11ec-8d7d-57fc951f3846,Полная занятость,Полный рабочий день,"<ul>
<li>Выявление требований заказчиков;</li>
<li>Анализ, формализация и согласование требований заказчиков в части системы аналитической отчетности, подготовка Технических заданий на разработку;</li>
<li>Подготовка и согласование технической и проектной документации, включая инструкции пользователей, технологические схемы решений, проектные решения и пр.;</li>
<li>Взаимодействие с внешними подрядчиками;</li>
<li>Анализ данных в системах-источниках;</li>
<li>Постановка задач и участие в проектах по развитию Хранилища данных (MS SQL Server) и BI-системах (OLAP кубы MS SSAS, MS Report Server, Power BI);</li>
<li>Формирование требований к качеству данных;</li>
<li>Разработка витрин, интерактивных отчетов, информационных панелей (dashboards);</li>
<li>Тестирование разработанных решений;</li>
<li>Обучение и консультация пользователей по работе с OLAP-кубами, дашбордами Power BI, написание инструкций;</li>
<li>Сопровождение разработанных решений, ввод доработок в эксплуатацию;</li>
<li>Подготовка AD-HOC выгрузок и отчетов.</li>
</ul>","Информационные технологии, телекоммуникации, связь",Высшее,"<p><strong>Будет преимуществом:</strong></p>
<ul>
<li>Навыки разработки OLAP-кубов;</li>
<li>Навыки управления проектами;</li>
<li>Опыт администрирования баз данных (MS SQL Server);</li>
<li>Знание языков программирования (C#, Python);</li>
<li>Навыки разработки ETL/ELT на платформе MS SSIS.</li>
</ul>",3,"[{'location': 'г. Москва, Красносельская Нижн. улица, 40/12', 'lng': '37.668857', 'lat': '55.77475'}]","Ежемесячная премия 10 %, 
Заработная плата полностью официальная (уровень заработной платы обсуждается индивидуально с успешным кандидатом);
Оформление в соответствии с ТК РФ (оплачиваемый отпуск, больничный);
График работы: удаленный или в офисе;
Удобный график: 5 / 2 пн.-пт. с 9.00 до 18.00/с 10.00 - до 19.00 (обсуждается индивидуально);
Программа ДМС включает стоматологию (оформляется после прохождения испытательного срока);
Внешнее корпоративное обучение;
Дружный коллектив, отзывчивые коллеги, профессионалы в различных областях IT;
Ароматный свежемолотый кофе и чай;
Комфортный офис в центре Москвы (м. Бауманская/Красносельская/Комсомольская, 10-15 мин. пешком, БЦ &laquo;НОВЬ&raquo;).
",«руб.»,0,,,,,,,
23599,23599,d19d2174-8e4b-11ec-a69c-4febb26dc4ec,Работодатель,7200000000000,Тюменская область,1057200714988.0,,1057200714988,False,7204091062.0,ГОСЖИЛИНСПЕКЦИЯ ТЮМЕНСКОЙ ОБЛАСТИ,720301001,https://trudvsem.ru/company/1057200714988,2022-02-15,от 20790 до 23520,20790,главный специалист отдела аналитико-правовой работы,https://trudvsem.ru/vacancy/card/1057200714988/d19d2174-8e4b-11ec-a69c-4febb26dc4ec,Полная занятость,Полный рабочий день,"<p>по подготовке отчетов и докладов о деятельности Инспекции:</p>
<p>- обеспечивать своевременное, полное размещение информации об исполнении государственных функций регионального государственного жилищного надзора, лицензионного контроля на сайте &laquo;Государственные и муниципальные услуги в Тюменской области&raquo;, поддержание размещаемой информации в актуальном виде;</p>
<p>- подготавливать на основании данных отдела по административным производствам Инспекции и направлять для размещения в СМИ (размещать на Официальном портале органов государственной власти Тюменской области) информацию о лицах, ответственных за содержание многоквартирных домов и подвергнутых административному наказанию за нарушение установленных требований к проведению мероприятий по энергосбережению и повышению энергетической эффективности;</p>
<p>&nbsp;по мобилизационной работе:</p>
<p>- разрабатывать мобилизационные документы по переводу Инспекции на работу в условиях военного времени, согласовывать их с главным управлением специальных мероприятий Тюменской области, представлять на утверждение представителю нанимателя;</p>
<p>- обеспечивать систематическую корректировку и обновление разработанных документов по мобилизационной подготовке;</p>
<p>- разрабатывать предложения по подготовке Инспекции к работе в период мобилизации и в военное время по вопросам мобилизационной подготовки;</p>
<p>- участвовать в организации и проведении мероприятий по переводу Инспекции на работу в условиях военного времени;</p>
<p>- осуществлять организацию и поддержание в готовности системы оповещения и сбора гражданских служащих и работников Инспекции;</p>
<p>- участвовать в организации защиты государственной тайны при проведении мероприятий по мобилизационной подготовке;</p>
<p>- участвовать в иных мероприятиях по мобилизационной подготовке;</p>
<p>- осуществлять подготовку комплекта документов, необходимых для осуществления управления Инспекцией с загородного пункта управления в военное время;</p>
<p>по осуществлению закупок:</p>
<p>- формировать, вести и размещать в информационных системах в установленном порядке планы-графики закупок;</p>
<p>- осуществлять закупки товаров (работ, услуг) для обеспечения государственных нужд Инспекции в соответствии с действующим законодательством, в том числе обеспечивать внесение информации в АЦК-финансы, АЦК-госзаказ;</p>
<p>по ГО и защите от ЧС:</p>
<p>- разрабатывать и актуализировать правовые акты, все иные документы Инспекции по вопросам гражданской обороны (ГО) и защиты от чрезвычайных ситуаций (ЧС) природного и техногенного характера;</p>
<p>- участвовать в мероприятиях, проводимых уполномоченными органами, на которых рассматриваются вопросы ГО и ЧС и др.</p>","Государственная служба, некоммерческие организации",Высшее,,0,"[{'location': 'Тюменская область, г. Тюмень, Первомайская улица, дом: 34/1;', 'lng': '65.530366', 'lat': '57.1515'}]",,«руб.»,23520,+7(919)9516070,gji@72to.ru,,,,,
23873,23873,e48d4065-c584-11ec-87d5-813aa7e4e138,Работодатель,5900000000000,Пермский край,1155958008997.0,,1155958008997,False,5947000390.0,ОТДЕЛЕНИЕ МВД РОССИИ ПО ОХАНСКОМУ ГОРОДСКОМУ ОКРУГУ,594701001,https://trudvsem.ru/company/1155958008997,2022-04-26,от 15000,15000,"аналитик группы анализа, планирования, контроля и информационного обеспечения",https://trudvsem.ru/vacancy/card/1155958008997/e48d4065-c584-11ec-87d5-813aa7e4e138,Полная занятость,Полный рабочий день,<p>Обеспечивает соблюдение установленных сроков исполнения и реализации документов. Поддерживает на должном уровне исполнительскую дисциплину; Участвует в подготовке информационно-аналитических материалов.&nbsp;</p>,"Государственная служба, некоммерческие организации",Высшее,,0,"[{'location': 'Пермский край, Оханский район, г. Оханск, Винокурова улица, 23А;', 'lng': '55.408186', 'lat': '57.714489'}]",,«руб.»,0,+7(951)9383110,ovd.ohansk.mr@mail.ru,,,,,
24130,24130,c2a77b76-a8d1-11ec-b0c5-57fc951f3846,Работодатель,6600000000000,Свердловская область,1037700013020.0,,89a93410-7525-11ec-b224-57fc951f3846,False,7702235133.0,БАНК РОССИИ,667145008,https://trudvsem.ru/company/89a93410-7525-11ec-b224-57fc951f3846,2022-03-21,от 70000,70000,Системный аналитик,https://trudvsem.ru/vacancy/card/89a93410-7525-11ec-b224-57fc951f3846/c2a77b76-a8d1-11ec-b0c5-57fc951f3846,Полная занятость,Полный рабочий день,"<p><strong>Региональный центр развития Екатеринбург приглашает принять участие в конкурсе на вакансию ""Системный аналитик"".</strong></p>
<p></p>
<p>● Анализировать, выявлять и готовить требования к ИТ-продуктам.</p>
<p>● Взаимодействовать с функциональными заказчиками и участникамипроцесса разработки продукта при подготовке и согласованиитребований.</p>
<p>● Разрабатывать и согласовывать технические требования приподготовке ТЗ, ПЗ на создание/развитие ИТ-продуктов.</p>
<p>● Разрабатывать и согласовать документацию.</p>
<p>● Участвовать в разработке функциональных требований.</p>
<p>● Участвовать в разработке архитектурных решений.</p>
<p>● Участвовать в формировании верхнеуровневой и детальной оценкипроектов, заявок на изменение.</p>
<p>● Готовить предложения по внедрению новых технологических иархитектурных решений.</p>","Информационные технологии, телекоммуникации, связь",Высшее,,3,"[{'location': 'Свердловская область, г. Екатеринбург, Мартовская улица, дом 2', 'lng': '60.61721', 'lat': '56.757761'}]",,«руб.»,0,+7(951)4508829,webmaster@www.cbr.ru,,,,,
24961,24961,1f061e95-bc90-11ec-bdf7-550ed7335bbe,Работодатель,7700000000000,г. Москва,1077758244178.0,,59e3a350-291a-11e9-a3b8-037acc02728d,False,7717595474.0,"ООО ""КРАСНЫЙ КВАДРАТ""",771701001,https://trudvsem.ru/company/59e3a350-291a-11e9-a3b8-037acc02728d,2022-04-15,от 100000 до 150000,100000,Программист 1С (аналитик),https://trudvsem.ru/vacancy/card/59e3a350-291a-11e9-a3b8-037acc02728d/1f061e95-bc90-11ec-bdf7-550ed7335bbe,Полная занятость,Полный рабочий день,"<p>- Ведение систем 1С Бухгалтерия, 1С Зарплата и Кадры, доработка типовых конфигураций, разработка и внедрение внешних обработок, устранение неполадок в период отчетности, разработка форм и отчетов</p>
<p>- Управление и построение бизнес-процессов в системах 1с Электронный документооборот, управление предприятием. Доработка документов</p>
<p>- Внедрение новых сервисов по запросу компаний, разработка баз с нуля под нужды компании</p>
<p>- Разработка архитектуры информационных систем на базе 1С</p>
<p>- Решение вопросов стабильности, производительности, качественной работы систем на базе 1С</p>
<p>- Быть в курсе событий в мире бухгалтерии, законодательства, изменения фз, внедрение новых отчетов и прочее. Обновление конфигураций и платформ компании</p>
<p>- Разработка архитектуры информационных систем на базе 1С</p>
<p>- Разработка документации для использования систем</p>
<p>- Анализ и обеспечение безопасной работы систем на базе 1С</p>","Искусство, культура и развлечения",,,0,"[{'location': 'г. Москва, Академика Королева улица, 12', 'lng': '37.606281', 'lat': '55.822883'}]",,«руб.»,150000,,,,,,,
25379,25379,c4cdffb5-c6f3-11ec-a9c3-5b1b13d7f12f,Работодатель,7700000000000,г. Москва,1037739821514.0,https://rgsl.ru,1037739821514,False,7743504307.0,"ООО СК ""РОСГОССТРАХ ЖИЗНЬ""",773001001,https://trudvsem.ru/company/1037739821514,2022-04-28,от 150000 до 180000,150000,Ведущий интеграционный аналитик,https://trudvsem.ru/vacancy/card/1037739821514/c4cdffb5-c6f3-11ec-a9c3-5b1b13d7f12f,Полная занятость,Полный рабочий день,"<ul>
<li>
<p>Подготовка функциональных требований/технического задания и моделирование интеграционных процессов.</p>
</li>
<li>
<p>Разработка xsd схем и проектирование методов интеграционных сервисов.</p>
</li>
<li>
<p>Разработка сценариев тестирования, подготовка и моделирование тест-кейсов.</p>
</li>
<li>
<p>Взаимодействие с командой подрядчика, проведение тестирования и приемочных испытаний.</p>
</li>
</ul>","Информационные технологии, телекоммуникации, связь",,,0,"[{'location': 'г. Москва, Киевская улица, 7', 'lng': '37.55893', 'lat': '55.742098'}]",,«руб.»,180000,+7(964)5605111,info@rgsl.ru,,,,,
25413,25413,0e70c4d5-c55b-11ec-9427-550ed7335bbe,Работодатель,7700000000000,г. Москва,1037739821514.0,https://rgsl.ru,1037739821514,False,7743504307.0,"ООО СК ""РОСГОССТРАХ ЖИЗНЬ""",773001001,https://trudvsem.ru/company/1037739821514,2022-04-26,от 120000 до 150000,120000,Ведущий аналитик направления фронт-офисных систем,https://trudvsem.ru/vacancy/card/1037739821514/0e70c4d5-c55b-11ec-9427-550ed7335bbe,Полная занятость,Полный рабочий день,"<ul>
<li>Оперативная удаленная техническая поддержка пользователей фронт-системы (Resolute Insurance).</li>
<li>Устранение инцидентов в рамках компетенций по заявкам пользователей.</li>
<li>Взаимодействие со смежными подразделениями в части обеспечения работоспособности интеграций.</li>
<li>Сбор требований на доработку фронт-офисных систем.</li>
<li>Составление инструкций для оперативных решений возникших инцидентов.</li>
<li>Сбор требований по исправлению ошибок работы системы</li>
<li>Фиксация и проработка новых требований на доработку систем.</li>
<li>Составление документации: Функциональные требования \ Технические задания.</li>
<li>Описание бизнес процессов.</li>
<li>Тестирование и приемка реализованных подрядчиком задач</li>
</ul>","Информационные технологии, телекоммуникации, связь",,,0,"[{'location': 'г. Москва, Киевская улица, 7', 'lng': '37.55893', 'lat': '55.742098'}]",,«руб.»,150000,+7(964)5605111,info@rgsl.ru,,,,,
25606,25606,a05b16f3-c72e-11ec-9aad-bf2cfe8c828d,Служба занятости,5200000000000,Нижегородская область,1025203743036.0,,1025203743036,False,5262043924.0,"Федеральное казенное учреждение ""Следственный изолятор №1 Главного Управления Федеральной службы исполнения наказаний по Нижегородской области""",526201001,https://trudvsem.ru/company/1025203743036,2022-04-28,от 19000 до 19000,19000,Ведущий аналитик,https://trudvsem.ru/vacancy/card/1025203743036/a05b16f3-c72e-11ec-9aad-bf2cfe8c828d,Полная занятость,Ненормированный рабочий день,Осуществление деятельности согласно должностной инструкции организации,"Государственная служба, некоммерческие организации",Высшее,Ведущий Аналитик отделения комплектования и прохождения службы отдела кадров<br/>Ответственность<br/>Знание основ работы с компьютером,0,"[{'location': 'Нижегородская область, 603098, г Нижний Новгород, пр-кт Гагарина, д. 26""А""', 'lng': '43.985693', 'lat': '56.298447'}]",Социальный пакетНормальная продолжительность рабочего времени,«руб.»,19000,+7(831)4319521,sizo-1@52.fsin.gov.ru,,,+7(831)4345469,,
25700,25700,6f73d47c-a33c-11ec-b30d-4febb26dc4ec,Работодатель,2500000000000,Приморский край,1152540008653.0,,1152540008653,False,2540216907.0,"ООО ""РОНДА СОФТВАРЕ""",254001001,https://trudvsem.ru/company/1152540008653,2022-03-14,от 75000 до 120000,75000,Системный аналитик,https://trudvsem.ru/vacancy/card/1152540008653/6f73d47c-a33c-11ec-b30d-4febb26dc4ec,Полная занятость,Полный рабочий день,"<p>Анализ поступающих запросов на изменение системы и уточнение требований;</p>
<ul>
<li>Описание системы и ее отдельных модулей, далее адаптация описания под финальную реализацию;</li>
<li>Подготовка технических заданий на изменение системы - новые функциональные блоки, элементы, отличие от существующих и т.п.;</li>
<li>Документальное сопровождение процесса от описания концепта до фиксации результата в понятном пользователям системы виде;</li>
<li>Фиксирование изменений и сопровождение справки по работе с системой;</li>
<li>Валидация результатов разработки. Мы хорошо верифицируем то, что разработали. А с валидацией все станет еще лучше!</li>
</ul>","Информационные технологии, телекоммуникации, связь",Высшее,,1,"[{'location': 'Приморский край, г. Владивосток, Карбышева улица, 4', 'lng': '131.91874', 'lat': '43.154509'}]",,«руб.»,120000,+7(953)2152053,ceo@rhondasoftware.com,https://trudvsem.ru/image/0218e950-0ddd-11e7-a035-736ab11edb0c,,,,
25705,25705,9c4b5596-7a83-11ec-9ed5-57fc951f3846,Работодатель,2500000000000,Приморский край,1152540008653.0,,1152540008653,False,2540216907.0,"ООО ""РОНДА СОФТВАРЕ""",254001001,https://trudvsem.ru/company/1152540008653,2022-01-21,от 60000 до 120000,60000,Бизнес-аналитик,https://trudvsem.ru/vacancy/card/1152540008653/9c4b5596-7a83-11ec-9ed5-57fc951f3846,Полная занятость,Полный рабочий день,"<ul>
<li>
<p>Коммуникация с заказчиками (устная и письменная) с целью определения требований к продукту;</p>
</li>
<li>
<p>Работа со спецификациями заказчика (обсуждение, инспекции);</p>
</li>
<li>
<p>Коммуникация с экспертами внутри компании в рамках анализа требований заказчика, постановка экспертам исследовательских задач и трекинг их выполнения;</p>
</li>
<li>
<p>Самостоятельное выполнение исследований (например, изучение продуктов на рынке, анализ пользовательских use case&rsquo;ов);</p>
</li>
<li>
<p>Разработка документов с требованиями к продукту и их согласование внутри компании;</p>
</li>
<li>
<p>Презентация, обсуждение и согласование документов с заказчиком.</p>
</li>
</ul>","Информационные технологии, телекоммуникации, связь",Высшее,"<ul>
<li>взаимодействие с внешним рынком поставщиков;</li>
<li>переговоры с заказчиками по всему миру;</li>
<li>возможность практики и использования английского языка;</li>
<li>широкие возможности для карьерного и профессионального роста;</li>
<li>демократичную атмосферу в коллективе;</li>
<li>удобный open space (индивидуальные кубики);</li>
<li>парковочное места на стоянке.</li>
</ul>",1,"[{'location': 'Приморский край, г. Владивосток, Карбышева улица, 4', 'lng': '131.91874', 'lat': '43.154509'}]",,«руб.»,120000,+7(953)2152053,ceo@rhondasoftware.com,https://trudvsem.ru/image/0218e950-0ddd-11e7-a035-736ab11edb0c,,,,
26012,26012,6567c772-c6f5-11ec-9aad-bf2cfe8c828d,Работодатель,300000000000,Республика Бурятия,1020300967257.0,,1020300967257,False,323054892.0,МИНИСТЕРСТВО ФИНАНСОВ РЕСПУБЛИКИ БУРЯТИИ,,https://trudvsem.ru/company/1020300967257,2022-04-28,от 26000 до 31000,26000,Старший аналитик,https://trudvsem.ru/vacancy/card/1020300967257/6567c772-c6f5-11ec-9aad-bf2cfe8c828d,Полная занятость,Ненормированный рабочий день,"Осуществляет ведение кадрового делопроизводства, работу по персональным данным сотрудников министерства (получение, обработка, хранение, передача и любое другое использование). Подготавливает правовые акты министерства, связанные с поступлением на государственную гражданскую службу, ее прохождением, заключением служебного контракта, назначением на должность государственной гражданской службы, увольнением государственного гражданского служащего с государственной гражданской службы.","Государственная служба, некоммерческие организации",Высшее,Старший аналитик отдела государственной службы и кадров Комитета правовой и организационной работы<br/>Ответственность,0,"[{'location': 'Республика Бурятия, 670000, г Улан-Удэ, ул Ербанова, д. 7', 'lng': '107.58325', 'lat': '51.833924'}]",Социальный пакет,«руб.»,31000,+7(3012)215885,minfin03@icm.buryatia.ru,,,,,
26013,26013,656de1f2-c6f5-11ec-9aad-bf2cfe8c828d,Работодатель,300000000000,Республика Бурятия,1020300967257.0,,1020300967257,False,323054892.0,МИНИСТЕРСТВО ФИНАНСОВ РЕСПУБЛИКИ БУРЯТИИ,,https://trudvsem.ru/company/1020300967257,2022-04-28,от 26000 до 31000,26000,Старший аналитик,https://trudvsem.ru/vacancy/card/1020300967257/656de1f2-c6f5-11ec-9aad-bf2cfe8c828d,Полная занятость,Ненормированный рабочий день,"Осуществляет мониторинг исполнения консолидированного, республиканского бюджетов по доходам, расходам, источникам дефицита бюджетов: составление аналитическим таблиц, характеризующих структуру и динамику исполнения консолидированного, республиканского бюджетов и т.д.","Государственная служба, некоммерческие организации",Высшее,Старший аналитик отдела анализа исполнения бюджета Комитета исполнения бюджета<br/>Ответственность,0,"[{'location': 'Республика Бурятия, 670000, г Улан-Удэ, ул Ербанова, д. 7', 'lng': '107.58325', 'lat': '51.833924'}]",Социальный пакет,«руб.»,31000,+7(3012)215885,minfin03@icm.buryatia.ru,,,,,
26741,26741,124603c5-72dd-11ec-b224-57fc951f3846,Работодатель,3400000000000,Волгоградская область,1023403437584.0,,02666020-b676-11e8-9916-736ab11edb0c,False,3444103765.0,"ГКУ ВО ""МАЦ""",344401001,https://trudvsem.ru/company/02666020-b676-11e8-9916-736ab11edb0c,2022-01-11,от 18195 до 26592,18195,Специалист отдела агроаналитики и сводной отчетности (квота для трудоустройства инвалидов),https://trudvsem.ru/vacancy/card/02666020-b676-11e8-9916-736ab11edb0c/124603c5-72dd-11ec-b224-57fc951f3846,Полная занятость,Полный рабочий день,"<p>1. Осуществляет работу по организационно - техническому обеспечению деятельности отдела. 2. Осуществляет работу с документами в системе АСЭД, взаимодействует с сектором документооборота.</p>
<p>3. Отвечает на телефонные звонки, фиксирует и передает служебную информацию начальнику отдела.</p>
<p>4. По поручению начальника отдела составляет письма, запросы, другие документы.</p>
<p>5. Выполняет работу по подготовке заседаний комиссий, проводимых отделом (сбор необходимых материалов, оповещение участников о времени и месте проведения, повестке дня и т.п.).</p>
<p>6. Осуществляет контроль за соблюдением сроков выполнения указаний и поручений начальника отдела.</p>
<p>7. Формирует образующуюся в процессе служебной деятельности документацию в дела в соответствии с действующей номенклатурой ГКУ ВО &laquo;МАЦ&raquo;. Обеспечивает их сохранность.</p>
<p>8. Выполняет иные служебные поручения начальника отдела.</p>
<p>9. Осуществляет техническое обеспечение аналитической работы и ее методическое сопровождение.</p>
<p>10. Осуществляет сбор информации, необходимой для аналитической работы отдела, а также принимает участие в аналитической работе и&nbsp; выработке практических рекомендаций.</p>","Государственная служба, некоммерческие организации",Высшее,<p>Квота для трудоустройства инвалида</p>,0,"[{'location': 'Волгоградская область, г. Волгоград, Коммунистическая улица, дом: ДОМ 19;офис/квартира: КАБИНЕТ 208;', 'lng': '44.521009', 'lat': '48.714974'}]",,«руб.»,26592,+7(903)3166595,gku.vo@yandex.ru,,Инвалиды,,,
